Protein,Protein ID,Entry Name,Gene,Protein Length,Organism,Protein Probability,Top Peptide Probability,Combined Total Peptides,Combined Spectral Count,Combined Unique Spectral Count,Combined Total Spectral Count,AFO-9,AFO-10,AFO-11,AFO-12,AFO-13,AFO-14,AFO-15,AFO-16,AFO-25,AFO-26,AFO-27,AFO-28,AFO-29,AFO-30,AFO-31,AFO-32,AFO-49,AFO-50,AFO-51,AFO-52,AFO-53,AFO-54,AFO-55,AFO-56,AFO-73,AFO-74,AFO-75,AFO-76,AFO-77,AFO-78,AFO-79,AFO-80,Indistinguishable Proteins
EIS1_YEAST,Q05050,Q05050 EIS1_YEAST Eisosome protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=EIS1 PE=1 SV=1,EIS1,843,OS=Saccharomyces,1,0.9989,21,65,65,65,0,0,0,20,0,0,0,0,0,0,13,3,0,0,0,0,0,0,1,11,0,1,0,0,0,0,0,15,0,1,0,0,
ERP1_YEAST,Q05359,Q05359 ERP1_YEAST Protein ERP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ERP1 PE=1 SV=1,ERP1,219,OS=Saccharomyces,1,0.9984,3,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,
SVF1_YEAST,Q05515,Q05515 SVF1_YEAST Survival factor 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SVF1 PE=1 SV=1,SVF1,481,OS=Saccharomyces,1,0.999,5,16,16,16,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,
SGPL_YEAST,Q05567,Q05567 SGPL_YEAST Sphingosine-1-phosphate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DPL1 PE=1 SV=1,DPL1,589,OS=Saccharomyces,1,0.999,9,26,26,26,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,10,0,0,0,
COG4_YEAST,Q06096,Q06096 COG4_YEAST Conserved oligomeric Golgi complex subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COG4 PE=1 SV=1,COG4,861,OS=Saccharomyces,1,0.9921,7,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,
RPN7_YEAST,Q06103,Q06103 RPN7_YEAST 26S proteasome regulatory subunit RPN7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN7 PE=1 SV=3,RPN7,429,OS=Saccharomyces,1,0.999,9,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,0,
SGD1_YEAST,Q06132,Q06132 SGD1_YEAST Suppressor of glycerol defect protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGD1 PE=1 SV=1,SGD1,899,OS=Saccharomyces,1,0.998,6,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,
IMB1_YEAST,Q06142,Q06142 IMB1_YEAST Importin subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=KAP95 PE=1 SV=1,KAP95,861,OS=Saccharomyces,1,0.999,11,32,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,1,16,5,0,0,
NMA1_YEAST,Q06178,Q06178 NMA1_YEAST Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NMA1 PE=1 SV=1,NMA1,401,OS=Saccharomyces,1,0.999,4,23,18,23,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,1,0,
FKBP4_YEAST,Q06205,Q06205 FKBP4_YEAST FK506-binding protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FPR4 PE=1 SV=1,FPR4,392,OS=Saccharomyces,1,0.9973,3,10,10,10,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,
BCP1_YEAST,Q06338,Q06338 BCP1_YEAST Protein BCP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BCP1 PE=1 SV=1,BCP1,283,OS=Saccharomyces,1,0.9987,4,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,4,0,
TPO3_YEAST,Q06451,Q06451 TPO3_YEAST Polyamine transporter 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO3 PE=1 SV=1,TPO3,622,OS=Saccharomyces,1,0.999,2,12,12,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,2,0,0,
YL352_YEAST,Q06479,Q06479 YL352_YEAST F-box protein YLR352W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR352W PE=1 SV=1,YLR352W,807,OS=Saccharomyces,1,0.999,17,90,89,90,0,0,0,13,2,0,0,0,0,0,0,11,0,0,1,0,0,0,0,21,5,0,0,0,0,0,0,18,19,0,0,0,
YLH47_YEAST,Q06493,"Q06493 YLH47_YEAST LETM1 domain-containing protein YLH47, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLH47 PE=1 SV=1",YLH47,454,OS=Saccharomyces,1,0.999,6,16,16,16,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,
ECM30_YEAST,Q06673,Q06673 ECM30_YEAST Protein ECM30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ECM30 PE=1 SV=1,ECM30,1274,OS=Saccharomyces,1,0.9982,6,25,25,25,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,1,0,0,0,0,
ELP1_YEAST,Q06706,Q06706 ELP1_YEAST Elongator complex protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=IKI3 PE=1 SV=1,IKI3,1349,OS=Saccharomyces,1,0.9979,2,6,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
SYT1_YEAST,Q06836,Q06836 SYT1_YEAST Arf guanine nucleotide exchange factor SYT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SYT1 PE=1 SV=1,SYT1,1226,OS=Saccharomyces,1,0.9971,3,5,5,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,
BRE1_YEAST,Q07457,Q07457 BRE1_YEAST E3 ubiquitin-protein ligase BRE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRE1 PE=1 SV=1,BRE1,700,OS=Saccharomyces,1,0.999,7,16,16,16,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,
SUB2_YEAST,Q07478,Q07478 SUB2_YEAST ATP-dependent RNA helicase SUB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUB2 PE=1 SV=1,SUB2,446,OS=Saccharomyces,1,0.999,15,49,49,49,0,0,0,0,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,24,4,0,
LUC7_YEAST,Q07508,Q07508 LUC7_YEAST Protein LUC7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LUC7 PE=1 SV=1,LUC7,261,OS=Saccharomyces,1,0.9988,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,
TRM3_YEAST,Q07527,Q07527 TRM3_YEAST tRNA (guanosine(18)-2'-O)-methyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TRM3 PE=1 SV=1,TRM3,1436,OS=Saccharomyces,1,0.9989,14,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,18,3,0,0,0,0,
YD144_YEAST,Q07589,Q07589 YD144_YEAST Uncharacterized protein YDL144C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YDL144C PE=1 SV=2,YDL144C,356,OS=Saccharomyces,1,0.9989,5,10,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,
HBT1_YEAST,Q07653,Q07653 HBT1_YEAST Protein HBT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HBT1 PE=1 SV=1,HBT1,1046,OS=Saccharomyces,1,0.999,18,53,52,53,0,0,9,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,17,0,0,0,0,0,
WHI4_YEAST,Q07655,Q07655 WHI4_YEAST Protein WHI4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WHI4 PE=1 SV=1,WHI4,649,OS=Saccharomyces,1,0.999,3,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,
PUF3_YEAST,Q07807,Q07807 PUF3_YEAST mRNA-binding protein PUF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUF3 PE=1 SV=1,PUF3,879,OS=Saccharomyces,1,0.9989,11,31,31,31,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,11,2,0,0,0,
TPO1_YEAST,Q07824,Q07824 TPO1_YEAST Polyamine transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TPO1 PE=1 SV=1,TPO1,586,OS=Saccharomyces,1,0.999,6,48,48,48,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0,0,0,2,22,1,0,
RLP24_YEAST,Q07915,Q07915 RLP24_YEAST Ribosome biogenesis protein RLP24 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RLP24 PE=1 SV=1,RLP24,199,OS=Saccharomyces,1,0.9985,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
MTAP_YEAST,Q07938,Q07938 MTAP_YEAST S-methyl-5'-thioadenosine phosphorylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MEU1 PE=1 SV=1,MEU1,337,OS=Saccharomyces,1,0.9978,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,
YL072_YEAST,Q08001,Q08001 YL072_YEAST Uncharacterized protein YLR072W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR072W PE=1 SV=1,YLR072W,693,OS=Saccharomyces,1,0.999,11,17,17,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,12,0,0,0,
BRX1_YEAST,Q08235,Q08235 BRX1_YEAST Ribosome biogenesis protein BRX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=BRX1 PE=1 SV=2,BRX1,291,OS=Saccharomyces,1,0.9979,4,9,9,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,
AVO1_YEAST,Q08236,Q08236 AVO1_YEAST Target of rapamycin complex 2 subunit AVO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AVO1 PE=1 SV=1,AVO1,1176,OS=Saccharomyces,1,0.999,4,4,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
ALR1_YEAST,Q08269,Q08269 ALR1_YEAST Magnesium transporter ALR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ALR1 PE=1 SV=1,ALR1,859,OS=Saccharomyces,1,0.999,8,40,32,40,0,0,0,5,1,1,0,0,0,0,4,1,1,0,0,0,0,0,0,10,0,1,2,1,0,0,0,7,2,2,1,1,
GYP1_YEAST,Q08484,Q08484 GYP1_YEAST GTPase-activating protein GYP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GYP1 PE=1 SV=1,GYP1,637,OS=Saccharomyces,1,0.9987,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,
GPN2_YEAST,Q08726,Q08726 GPN2_YEAST GPN-loop GTPase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GPN2 PE=1 SV=1,GPN2,347,OS=Saccharomyces,1,0.9947,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,
HRK1_YEAST,Q08732,Q08732 HRK1_YEAST Serine/threonine-protein kinase HRK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HRK1 PE=1 SV=1,HRK1,759,OS=Saccharomyces,1,0.999,11,81,81,81,0,0,1,11,2,0,0,0,0,0,13,10,0,0,0,0,0,0,3,22,3,0,0,0,0,0,1,12,2,1,0,0,
MRN1_YEAST,Q08925,Q08925 MRN1_YEAST RNA-binding protein MRN1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRN1 PE=1 SV=1,MRN1,612,OS=Saccharomyces,1,0.9988,10,27,26,27,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,16,1,0,0,
AP3D_YEAST,Q08951,Q08951 AP3D_YEAST AP-3 complex subunit delta OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APL5 PE=1 SV=1,APL5,932,OS=Saccharomyces,1,0.9979,8,18,18,18,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,8,0,0,0,0,
PGC1_YEAST,Q08959,Q08959 PGC1_YEAST Phosphatidylglycerol phospholipase C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PGC1 PE=1 SV=1,PGC1,321,OS=Saccharomyces,1,0.9985,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,
TYW1_YEAST,Q08960,Q08960 TYW1_YEAST S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=TYW1 PE=1 SV=1,TYW1,810,OS=Saccharomyces,1,0.9972,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,4,0,0,0,
MMT2_YEAST,Q08970,Q08970 MMT2_YEAST Mitochondrial metal transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMT2 PE=3 SV=2,MMT2,484,OS=Saccharomyces,1,0.9988,4,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,
NEW1_YEAST,Q08972,Q08972 NEW1_YEAST [NU+] prion formation protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NEW1 PE=1 SV=1,NEW1,1196,OS=Saccharomyces,1,0.999,10,24,24,24,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,
YP260_YEAST,Q08977,Q08977 YP260_YEAST UPF0662 protein YPL260W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL260W PE=1 SV=1,YPL260W,551,OS=Saccharomyces,1,0.999,12,45,43,45,0,0,0,0,8,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,13,5,1,0,
YPQ1_YEAST,Q12010,Q12010 YPQ1_YEAST Probable vacuolar amino acid transporter YPQ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPQ1 PE=1 SV=1,YPQ1,308,OS=Saccharomyces,1,0.9989,3,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,
CDC53_YEAST,Q12018,Q12018 CDC53_YEAST Cell division control protein 53 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CDC53 PE=1 SV=1,CDC53,815,OS=Saccharomyces,1,0.9968,4,11,11,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,5,0,0,0,
AP1G1_YEAST,Q12028,Q12028 AP1G1_YEAST AP-1 complex subunit gamma-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=APL4 PE=1 SV=1,APL4,832,OS=Saccharomyces,1,0.9989,8,13,13,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,
FSF1_YEAST,Q12029,Q12029 FSF1_YEAST Probable mitochondrial transport protein FSF1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FSF1 PE=1 SV=1,FSF1,327,OS=Saccharomyces,1,0.9989,5,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,
VPS54_YEAST,Q12071,Q12071 VPS54_YEAST Vacuolar protein sorting-associated protein 54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS54 PE=1 SV=1,VPS54,889,OS=Saccharomyces,1,0.9975,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,
SMF3_YEAST,Q12078,Q12078 SMF3_YEAST Iron transporter SMF3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SMF3 PE=1 SV=1,SMF3,473,OS=Saccharomyces,1,0.999,6,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,
DAS2_YEAST,Q12084,Q12084 DAS2_YEAST Putative uridine kinase DAS2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=DAS2 PE=1 SV=1,DAS2,232,OS=Saccharomyces,1,0.9981,5,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,
GNT1_YEAST,Q12096,Q12096 GNT1_YEAST Glucose N-acetyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GNT1 PE=1 SV=1,GNT1,491,OS=Saccharomyces,1,0.9989,4,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,
FAL1_YEAST,Q12099,Q12099 FAL1_YEAST ATP-dependent RNA helicase FAL1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FAL1 PE=1 SV=1,FAL1,399,OS=Saccharomyces,1,0.9979,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,
RTK1_YEAST,Q12100,Q12100 RTK1_YEAST Probable serine/threonine-protein kinase RTK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RTK1 PE=1 SV=1,RTK1,620,OS=Saccharomyces,1,0.999,6,17,17,17,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,
SYWC_YEAST,Q12109,"Q12109 SYWC_YEAST Tryptophan--tRNA ligase, cytoplasmic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=WRS1 PE=1 SV=1",WRS1,432,OS=Saccharomyces,1,0.999,16,42,42,42,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,10,0,0,0,0,0,0,0,24,2,0,
MRH1_YEAST,Q12117,Q12117 MRH1_YEAST Protein MRH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MRH1 PE=1 SV=1,MRH1,320,OS=Saccharomyces,1,0.999,5,73,45,73,0,0,2,3,2,1,20,1,0,0,1,0,0,0,20,4,0,0,0,0,1,0,4,2,0,0,0,0,0,0,10,2,
SGT2_YEAST,Q12118,Q12118 SGT2_YEAST Small glutamine-rich tetratricopeptide repeat-containing protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SGT2 PE=1 SV=1,SGT2,346,OS=Saccharomyces,1,0.9986,4,7,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,
HOSM_YEAST,Q12122,"Q12122 HOSM_YEAST Homocitrate synthase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LYS21 PE=1 SV=1",LYS21,440,OS=Saccharomyces,1,0.999,3,5,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,
GET3_YEAST,Q12154,Q12154 GET3_YEAST ATPase GET3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=GET3 PE=1 SV=1,GET3,354,OS=Saccharomyces,1,0.9989,8,24,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,15,0,
YRA1_YEAST,Q12159,Q12159 YRA1_YEAST RNA annealing protein YRA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA1 PE=1 SV=2,YRA1,226,OS=Saccharomyces,1,0.9987,6,17,17,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,
POM33_YEAST,Q12164,Q12164 POM33_YEAST Pore membrane protein of 33 kDa OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=POM33 PE=1 SV=1,POM33,279,OS=Saccharomyces,1,0.999,4,14,12,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,2,
MAK21_YEAST,Q12176,Q12176 MAK21_YEAST Ribosome biogenesis protein MAK21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MAK21 PE=1 SV=1,MAK21,1025,OS=Saccharomyces,1,0.999,3,7,7,7,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
YP245_YEAST,Q12179,Q12179 YP245_YEAST Uncharacterized protein YPL245W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YPL245W PE=1 SV=1,YPL245W,454,OS=Saccharomyces,1,0.9985,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
RPIA_YEAST,Q12189,Q12189 RPIA_YEAST Ribose-5-phosphate isomerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RKI1 PE=1 SV=1,RKI1,258,OS=Saccharomyces,1,0.9982,5,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,
NCE2_YEAST,Q12207,Q12207 NCE2_YEAST Non-classical export protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NCE102 PE=1 SV=1,NCE102,173,OS=Saccharomyces,1,0.9989,3,18,18,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,
USB1_YEAST,Q12208,Q12208 USB1_YEAST U6 snRNA phosphodiesterase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=USB1 PE=1 SV=1,USB1,290,OS=Saccharomyces,1,0.9989,5,14,14,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,
PUS1_YEAST,Q12211,Q12211 PUS1_YEAST tRNA pseudouridine synthase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PUS1 PE=1 SV=1,PUS1,544,OS=Saccharomyces,1,0.9987,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,
RL7B_YEAST,Q12213,Q12213 RL7B_YEAST 60S ribosomal protein L7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPL7B PE=1 SV=3,RPL7B,244,OS=Saccharomyces,1,0.999,10,41,1,41,0,0,0,0,0,0,7,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,11,3,
LSP1_YEAST,Q12230,Q12230 LSP1_YEAST Sphingolipid long chain base-responsive protein LSP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LSP1 PE=1 SV=1,LSP1,341,OS=Saccharomyces,1,0.999,15,159,131,159,0,0,0,0,0,29,1,0,0,0,0,0,0,18,9,0,0,0,0,0,0,41,1,0,0,0,0,0,0,48,11,1,
LCB4_YEAST,Q12246,Q12246 LCB4_YEAST Sphingoid long chain base kinase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LCB4 PE=1 SV=1,LCB4,624,OS=Saccharomyces,1,0.999,7,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,
RPN5_YEAST,Q12250,Q12250 RPN5_YEAST 26S proteasome regulatory subunit RPN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=RPN5 PE=1 SV=3,RPN5,445,OS=Saccharomyces,1,0.9984,9,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,
KPR5_YEAST,Q12265,Q12265 KPR5_YEAST Ribose-phosphate pyrophosphokinase 5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PRS5 PE=1 SV=1,PRS5,496,OS=Saccharomyces,1,0.999,16,66,66,66,0,0,0,0,0,6,0,0,0,0,0,0,6,1,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,26,4,0,
CRC1_YEAST,Q12289,Q12289 CRC1_YEAST Mitochondrial carnitine carrier OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=CRC1 PE=1 SV=1,CRC1,327,OS=Saccharomyces,1,0.9988,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,
