"","GENENAME","ENTREZID","ENSEMBL","DESCRIPTION","min_peps","min_prob","min_crap_expt","orf_name","status","pma_int"
"188","CDC39","850455","YCR093W","Subunit of the CCR4-NOT1 core complex; this complex has multiple roles in the regulation of mRNA levels including regulation of transcription and destabilization of mRNA by deadenylation; basal transcription factor that increases initiation and elongation; activates the ATPase activity of Dhh1p, resulting in processing body disassembly","1","90","5","YCR093W","Interaction Data Present","Not A PMA1 Interactor"
"206","CDC60","855943","YPL160W","Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature","1","90","5","YPL160W","Interaction Data Present","Not A PMA1 Interactor"
"228","CHC1","852666","YGL206C","Clathrin heavy chain; subunit of the major coat protein involved in intracellular protein transport and endocytosis; the clathrin triskelion is a trimeric molecule composed of three heavy chains that radiate from a vertex and three light chains which bind noncovalently near the vertex of the triskelion; the light chain (CLC1) is thought to regulate function","1","90","5","YGL206C","Interaction Data Present","Not A PMA1 Interactor"
"246","CPA2","853573","YJR109C","Large subunit of carbamoyl phosphate synthetase; carbamoyl phosphate synthetase catalyzes a step in the synthesis of citrulline, an arginine precursor","1","90","5","YJR109C","Interaction Data Present","Not A PMA1 Interactor"
"259","DOP1","851719","YDR141C","Golgi-localized, leucine-zipper domain containing protein; involved in endosome to Golgi transport, organization of the ER, establishing cell polarity, and morphogenesis; detected in highly purified mitochondria in high-throughput studies","1","90","5","YDR141C","Interaction Data Present","Not A PMA1 Interactor"
"274","ERG1","853086","YGR175C","Squalene epoxidase; catalyzes the epoxidation of squalene to 2,3-oxidosqualene; plays an essential role in the ergosterol-biosynthesis pathway and is the specific target of the antifungal drug terbinafine; human SQLE functionally complements the lethality of the erg1 null mutation","1","90","5","YGR175C","Interaction Data Present","Not A PMA1 Interactor"
"292","ERG3","850745","YLR056W","C-5 sterol desaturase; glycoprotein that catalyzes the introduction of a C-5(6) double bond into episterol, a precursor in ergosterol biosynthesis; transcriptionally down-regulated when ergosterol is in excess; mutants are viable, but cannot grow on non-fermentable carbon sources; substrate of HRD ubiquitin ligase; mutation is functionally complemented by human SC5D","1","90","5","YLR056W","Interaction Data Present","Not A PMA1 Interactor"
"304","ERG5","855029","YMR015C","C-22 sterol desaturase; a cytochrome P450 enzyme that catalyzes the formation of the C-22(23) double bond in the sterol side chain in ergosterol biosynthesis; may be a target of azole antifungal drugs","1","90","5","YMR015C","Interaction Data Present","Not A PMA1 Interactor"
"326","ERG9","856597","YHR190W","Farnesyl-diphosphate farnesyl transferase (squalene synthase); joins two farnesyl pyrophosphate moieties to form squalene in the sterol biosynthesis pathway","1","90","5","YHR190W","Interaction Data Present","Not A PMA1 Interactor"
"354","FTR1","856888","YER145C","High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress","1","90","5","YER145C","Interaction Data Present","Not A PMA1 Interactor"
"368","GCD1","854434","YOR260W","Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression","1","90","5","YOR260W","Interaction Data Present","Not A PMA1 Interactor"
"430","GEA2","856691","YEL022W","Guanine nucleotide exchange factor for ADP ribosylation factors (ARFs); involved in vesicular transport between the Golgi and ER, Golgi organization, and actin cytoskeleton organization; GEA2 has a paralog, GEA1, that arose from the whole genome duplication","1","90","5","YEL022W","Interaction Data Present","Not A PMA1 Interactor"
"459","GET3","851458","YDL100C","Guanine nucleotide exchange factor for Gpa1p; amplifies G protein signaling; functions as a chaperone under ATP-depleted oxidative stress conditions; subunit of GET complex, involved in ATP dependent Golgi to ER trafficking and insertion of tail-anchored (TA) proteins into ER membrane under non-stress conditions; binds as dimer to transmembrane domain (TMD) cargo, shielding TMDs from aqueous solvent; protein abundance increases under DNA replication stress","1","90","5","YDL100C","Interaction Data Present","Not A PMA1 Interactor"
"479","GGA2","856508","YHR108W","Protein that regulates Arf1p, Arf2p to facilitate Golgi trafficking; binds phosphatidylinositol 4-phosphate, which plays a role in TGN localization; has homology to gamma-adaptin; GGA2 has a paralog, GGA1, that arose from the whole genome duplication","1","90","5","YHR108W","Interaction Data Present","Not A PMA1 Interactor"
"492","GNP1","852121","YDR508C","High-affinity glutamine permease; also transports Leu, Ser, Thr, Cys, Met and Asn; expression is fully dependent on Grr1p and modulated by the Ssy1p-Ptr3p-Ssy5p (SPS) sensor of extracellular amino acids; GNP1 has a paralog, AGP1, that arose from the whole genome duplication","1","90","5","YDR508C","Interaction Data Present","Not A PMA1 Interactor"
"508","GPA1","856394","YHR005C","Subunit of the G protein involved in pheromone response; GTP-binding alpha subunit of the heterotrimeric G protein; negatively regulates the mating pathway by sequestering G(beta)gamma and by triggering an adaptive response; activates Vps34p at the endosome; protein abundance increases in response to DNA replication stress","1","90","5","YHR005C","Interaction Data Present","Not A PMA1 Interactor"
"524","GPD1","851539","YDL022W","NAD-dependent glycerol-3-phosphate dehydrogenase; key enzyme of glycerol synthesis, essential for growth under osmotic stress; expression regulated by high-osmolarity glycerol response pathway; protein abundance increases in response to DNA replication stress; constitutively inactivated via phosphorylation by the protein kinases Ypk1p and Ypk2p, dephosphorylation increases catalytic activity; forms a heterodimer with Pnc1p to facilitate its peroxisomal import","1","90","5","YDL022W","Interaction Data Present","Not A PMA1 Interactor"
"529","GYP5","855827","YPL249C","GTPase-activating protein (GAP) for yeast Rab family members; involved in ER to Golgi trafficking; exhibits GAP activity toward Ypt1p that is stimulated by Gyl1p, also acts on Sec4p; interacts with Gyl1p, Rvs161p and Rvs167p; involved in recruiting Rvs167p to the bud tip during polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; GYP5 has a paralog, GYL1, that arose from the whole genome duplication","1","90","5","YPL249C","Interaction Data Present","Not A PMA1 Interactor"
"548","HIP1","853104","YGR191W","High-affinity histidine permease; also involved in the transport of manganese ions","1","90","5","YGR191W","Interaction Data Present","PMA1 Interactor"
"570","IDH2","854303","YOR136W","Subunit of mitochondrial NAD(+)-dependent isocitrate dehydrogenase; complex catalyzes the oxidation of isocitrate to alpha-ketoglutarate in the TCA cycle; phosphorylated","1","90","5","YOR136W","Interaction Data Present","Not A PMA1 Interactor"
"580","ILV1","856819","YER086W","Threonine deaminase, catalyzes first step in isoleucine biosynthesis; expression is under general amino acid control; ILV1 locus exhibits highly positioned nucleosomes whose organization is independent of known ILV1 regulation","1","90","5","YER086W","Interaction Data Present","Not A PMA1 Interactor"
"613","KAP95","851061","YLR347C","Karyopherin beta; forms a complex with Srp1p/Kap60p; interacts with nucleoporins to mediate nuclear import of NLS-containing cargo proteins via the nuclear pore complex; regulates PC biosynthesis; GDP-to-GTP exchange factor for Gsp1p","1","90","5","YLR347C","Interaction Data Present","Not A PMA1 Interactor"
"627","LCB1","855342","YMR296C","Component of serine palmitoyltransferase; responsible along with Lcb2p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine","1","90","5","YMR296C","Interaction Data Present","Not A PMA1 Interactor"
"641","LCB2","851634","YDR062W","Component of serine palmitoyltransferase; responsible along with Lcb1p for the first committed step in sphingolipid synthesis, which is the condensation of serine with palmitoyl-CoA to form 3-ketosphinganine","1","90","5","YDR062W","Interaction Data Present","Not A PMA1 Interactor"
"654","MCM6","852673","YGL201C","Protein involved in DNA replication; component of the Mcm2-7 hexameric helicase complex that binds chromatin as a part of the pre-replicative complex; forms a subcomplex with Mcm4p and Mcm7p","1","90","5","YGL201C","Interaction Data Present","Not A PMA1 Interactor"
"667","MDL1","850885","YLR188W","Mitochondrial inner membrane half-type ABC transporter; mediates export of peptides generated upon proteolysis of mitochondrial proteins; plays a role in the regulation of cellular resistance to oxidative stress","1","90","5","YLR188W","Interaction Data Present","Not A PMA1 Interactor"
"679","MDN1","850796","YLR106C","Huge dynein-related AAA-type ATPase (midasin); forms extended pre-60S particle with the Rix1 complex (Rix1p-Ipi1p-Ipi3p); acts in removal of ribosomal biogenesis factors at successive steps of pre-60S assembly and export from nucleus","1","90","5","YLR106C","Interaction Data Present","Not A PMA1 Interactor"
"693","MNN5","853253","YJL186W","Alpha-1,2-mannosyltransferase; responsible for addition of the second alpha-1,2-linked mannose of the branches on the mannan backbone of oligosaccharides, localizes to an early Golgi compartment","1","90","5","YJL186W","Interaction Data Present","Not A PMA1 Interactor"
"709","MON2","855420","YNL297C","Protein with a role in endocytosis and vacuole integrity; peripheral membrane protein; interacts with and negatively regulates Arl1p; localizes to the endosome; member of the Sec7p family of proteins","1","90","5","YNL297C","Interaction Data Present","Not A PMA1 Interactor"
"725","MSN5","851935","YDR335W","Karyopherin; involved in nuclear import and export of proteins, including import of replication protein A and export of Far1p and transcription factors Swi5p, Swi6p, Msn2p, and Pho4p; required for re-export of mature tRNAs after their retrograde import from the cytoplasm; exportin-5 homolog","1","90","5","YDR335W","Interaction Data Present","Not A PMA1 Interactor"
"746","NDI1","854919","YML120C","NADH:ubiquinone oxidoreductase; transfers electrons from NADH to ubiquinone in respiratory chain but does not pump protons, in contrast to higher eukaryotic multisubunit respiratory complex I; upon apoptotic stress, is activated in mitochondria by N-terminal cleavage, then translocates to cytoplasm to induce apoptosis; homolog of human AIFM2; yeast NDI1 complements several phenotypes of human cell line with mutated MT-ND4, implicated in Leber hereditary optic neuropathy","1","90","5","YML120C","Interaction Data Present","Not A PMA1 Interactor"
"786","NPA3","853535","YJR072C","Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress","1","90","5","YJR072C","Interaction Data Present","Not A PMA1 Interactor"
